,,PERMIT STATUS,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PERMIT SUB-TYPE,PERMIT GROUP,PERMIT NUMBER,PERMIT TYPE,PLAN CHECK SUBMITTAL DATE,SQUARE FOOTAGE,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT
Permits with CofO,1040,CofO Corrected,12.0,,1.0,2012-04-19 14:03:00,7753 N LOUISE AVE,1 or 2 Family Dwelling,Building,12016-20000-06069,Bldg-Alter/Repair,,0.0,Convert (E) Accessory Living Quarters W/ Attached 2 Car Carport To 2nd Dwelling Unit W/ Attached 2 Car Carport Per Za120.,91406.0,1.0
Permits without CofO ,351,Issued,7.0,,1.0,2016-12-23 15:22:00,7753 W HILLROSE ST,1 or 2 Family Dwelling,Building,16010-20000-04517,Bldg-New,,1167.0,"(N) Fully Sprinklered Two Story 2nd Dwelling Unit W/ Attached Garage Per Ordinance #184510. Irreg Shaped Building 52'-3"" X 26'-7""",91042.0,1.0
Applications Submitted,151,Corrections Issued,6.0,,1.0,,7802 N ZOMBAR AVE,1 or 2 Family Dwelling,Building,09010-20000-01633,Bldg-New,2009-09-08 00:00:00,632.0,(N) 2nd Dwelling 632 Sq. Ft.  Per Type V,91406.0,1.0
Permits with CofO,799,CofO Issued,6.0,2016-08-31 08:38:00,1.0,2015-04-29 14:44:00,7804 N IRVINE AVE,1 or 2 Family Dwelling,Building,15010-20000-00374,Bldg-New,,847.0,"New One Story 31'-6"" X 28'-3"" Second Dwelling Unit Per Za Memorandum # 120.   The Proposed Structure Shall Be Fully Sprinklered Per Nfpa-13d Requirements.",91605.0,1.0
Permits with CofO,725,CofO Issued,6.0,2016-01-26 10:08:00,1.0,2014-08-22 09:21:00,7808 N GENESTA AVE,1 or 2 Family Dwelling,Building,14010-10000-01445,Bldg-New,,631.0,New Second Dwelling With Attached Garage Per Za No. 120.,91406.0,1.0
Permits with CofO,237,CofO Issued,6.0,2008-11-07 13:00:00,1.0,2008-07-08 15:44:00,7814 N VENTURA CANYON AVE,1 or 2 Family Dwelling,Building,08010-20000-01481,Bldg-New,,640.0,New 2 Story Sfd Per Ab 1866 Over Two Car Garage And Storage. Sfd Area  Is Limited To  Max 640 Sq Ft.,91402.0,1.0
Permits with CofO,942,Permit Finaled,6.0,,1.0,2004-04-27 00:00:00,7816 N PEACH AVE,1 or 2 Family Dwelling,Building,04010-20000-01657,Bldg-New,,640.0,"New 2-Story Sfd Per Ab1866:  2 Bedrooms, 1 1/2 Baths, Kitchen, Dining Room, And Living Room.
(Second Dwelling Unit On Lot).",91406.0,1.0
Applications Submitted,395,PC Info Complete,6.0,,1.0,,7819 N GENESTA AVE,1 or 2 Family Dwelling,Building,14010-10000-03953,Bldg-New,2014-12-15 00:00:00,1134.0,New 2nd Dwelling Of Per Za Memorandum No. 120.,91406.0,1.0
Applications Submitted,634,Reviewed by Supervisor,2.0,,1.0,,7824 N SHADYSPRING DR,1 or 2 Family Dwelling,Building,17014-20000-01855,Bldg-Addition,2017-04-25 00:00:00,,Addition And Remodel To Sfd And Covered Patio/Breezeway Addition To Make Garage And Sfd One Structure. Convert Garage To Adu And Addition Per Ab 2299 And Sb 1069,91504.0,1.0
Applications Submitted,447,Reviewed by Supervisor,3.0,,1.0,,7831 N DE SOTO AVE,1 or 2 Family Dwelling,Building,15010-70000-02906,Bldg-New,2015-08-17 00:00:00,800.0,Proposed 2nd (N) 1-Story Sfd In Rs Zone Per Ab 1866.,91304.0,1.0
Permits with CofO,212,CofO Issued,6.0,2008-09-09 15:56:00,1.0,2006-08-18 00:00:00,7834 N CLEON AVE,1 or 2 Family Dwelling,Building,06010-20000-03177,Bldg-New,,638.0,New 23'X30' 2nd Dwelling Unit. All Work Per Type V Sheet.,91352.0,1.0
Permits with CofO,197,CofO Issued,6.0,2008-06-18 10:48:00,1.0,2007-10-26 15:40:00,7834 N SATSUMA AVE,1 or 2 Family Dwelling,Building,07010-20000-04325,Bldg-New,,640.0,"New 24'-6""X 28' 2nd Dwelling Unit Per Ab 1866.  (640sf)",91352.0,1.0
Permits with CofO,473,CofO Issued,6.0,2013-04-05 14:43:00,1.0,2009-08-10 08:58:00,7839 N SHADYGLADE AVE,1 or 2 Family Dwelling,Building,09016-20000-11371,Bldg-Alter/Repair,,624.0,"Nonstruct Int Remodel - Convert Existing Rec Rm Bldg To 2nd Dwelling Unit Per Ab1866. Add Int Partitions To Create 2 Bedrms, Kitchen/Liv Rm, & Enlarge Bathroom. And Provide One Std Open Parking Stall. All Work Per Type V-Sheet. See Comments.",91605.0,1.0
Permits with CofO,360,CofO Issued,6.0,2011-05-16 16:14:00,1.0,2009-04-23 15:31:00,7845 N ARVILLA AVE,1 or 2 Family Dwelling,Building,08014-20000-03388,Bldg-Addition,,635.5,Add 2nd Dwlg Unit(635.5sf) And 1-Car Carport To Existing Single Family Dwelling To Create A New Duplex Per Ab1866.,91352.0,1.0
Permits without CofO ,403,Issued,6.0,,1.0,2017-04-17 09:54:00,7845-7847 N BEN AVE,1 or 2 Family Dwelling,Building,17014-20000-00744,Bldg-Addition,,491.0,"Add (N) 20'-3"" X 23'-11"" Adu Per Ab 2299 And Sb 1069 To An (E) 1-Story Sfd Per Wfpp",91605.0,1.0
Permits without CofO ,34,Permit Expired,6.0,,1.0,2007-01-23 00:00:00,7864 N RHODES AVE,1 or 2 Family Dwelling,Building,06010-20000-05449,Bldg-New,,633.0,"New 36'6""X 38' Single Family Dwelling (Per Ab 1866) With Attached Garage Per The Type ""V"" Sheet.",91605.0,1.0
Permits with CofO,743,CofO Issued,3.0,2016-03-07 14:00:00,2.0,2014-10-20 13:52:00,7904-7906 N AURA AVE,1 or 2 Family Dwelling,Building,14010-30000-02287,Bldg-New,,2843.0,"New 2 Story Duplex. (2nd Dwelling Under Ab-1866)

Comply With Department Order Effective 05/19/2014. Permit To Expire 30 Days From Issuance Date.",91335.0,1.0
Permits with CofO,283,CofO Issued,6.0,2009-07-17 13:18:00,1.0,2008-12-04 16:21:00,7905-7907 N STANSBURY AVE,1 or 2 Family Dwelling,Building,08014-20000-05340,Bldg-Addition,,1814.0,"Add New Bedroom/Entry(20' X 30') @ Front & Master Bed/Bathroom(14'X 36') @ Rear.Add 2nd Dwelling Unit (16'-8"" X 36') Per Ab 1866 @ Rear.Convert (E) 10'X 20' Attached Garage To Living Room @ Front.",91402.0,1.0
Applications Submitted,666,PC Approved,6.0,,,,7911 N BROADLEAF AVE,1 or 2 Family Dwelling,Building,17010-30001-02062,Bldg-Alter/Repair,2017-06-01 00:00:00,,"Supplemental Ref To Pcis # 17010-20000-02062, To Change To Adu **Plan Check Only** ",91402.0,1.0
Permits without CofO ,133,CofO in Progress,12.0,,1.0,2013-09-27 10:14:00,7915 N SEDAN AVE,1 or 2 Family Dwelling,Building,13016-20000-17375,Bldg-Alter/Repair,,0.0,Convert 577 Sf Of The Existing Sfd For The Total Of 2506 Sf Of 2nd Dwelling Unit Per Za Memorandum No. 120.,91304.0,1.0
Applications Submitted,647,Reviewed by Supervisor,2.0,,1.0,,7918 N VANTAGE AVE,1 or 2 Family Dwelling,Building,17014-20000-02021,Bldg-Addition,2017-05-03 00:00:00,1112.0,Addition To (E) Det. Garage And Convert To Adu Per Ab 2299 And Sb 1069,91605.0,1.0
Permits without CofO ,311,Issued,2.0,,1.0,2016-10-14 11:21:00,7925 N RIVERTON AVE,1 or 2 Family Dwelling,Building,16010-20000-00235,Bldg-New,,1122.0,"(N) Fully Sprinklered Two Story Second Dwelling Unit Per Ordinance #184510. Irreg. Shaped Building 28'-4"" X 21'-6"" ",91352.0,1.0
Permits with CofO,902,CofO Issued,6.0,2017-07-20 09:23:00,1.0,2015-06-25 15:45:00,7927 N STANSBURY AVE,1 or 2 Family Dwelling,Building,14014-20000-03698,Bldg-Addition,,834.0,Convert (E) 834sf Recreation Room To (N) 2nd Dwelling (Per Za 120) And Add (N)20'X20' Attached Two Car-Carport_ Per La City Standard Detail _ Building Shall Be Fully Sprinkler Through Out With Nfpa 13d,91402.0,1.0
Permits without CofO ,370,Issued,12.0,,1.0,2017-02-07 12:27:00,7930-7932 N CHASTAIN AVE,1 or 2 Family Dwelling,Building,16016-20000-23392,Bldg-Alter/Repair,,2054.0,"Convert 462 Sf  Portion Of (E) Sfd With Att. 2-Car Carport To 2nd Dwelling Unit Per Ord. # 184510
& Creating 1-Car Stand. Uncovered Pkg. Stall .
",91335.0,1.0
Permits without CofO ,106,Permit Expired,6.0,,1.0,2012-10-17 12:22:00,7933 N GENESTA AVE,1 or 2 Family Dwelling,Building,12010-20000-01536,Bldg-New,,971.0,"New Pre Fab  2nd Dwelling Per Za # 120.""Comply With Department Order Effective Date 05/31/2012""",91406.0,1.0
Permits with CofO,480,CofO Issued,6.0,2013-05-30 10:18:00,1.0,2007-09-06 09:57:00,7942 N CLEON AVE,1 or 2 Family Dwelling,Building,07010-20000-01412,Bldg-Addition,,640.0,"Add'N Of Second Dwelling Unit 640 S.F. To (E) 2-Car Detached Garage.  ""Per Type V""   The Permit Will Expire 30-Days From Issuance Date. Comply With Order To Comply.",91352.0,1.0
Permits without CofO ,230,Issued,3.0,,1.0,2015-10-19 15:27:00,7949 N AURA AVE,1 or 2 Family Dwelling,Building,15010-20000-02578,Bldg-New,,1220.0,"(N) 37'-6"" X 32'-0""  One-Story Detached Second Dwelling Per Za Memo# 120, Type Vb Construction.",91335.0,1.0
Permits without CofO ,289,Issued,3.0,,1.0,2016-03-21 13:03:00,8002 N FAIRCHILD AVE,1 or 2 Family Dwelling,Building,16010-20000-00014,Bldg-New,,953.0,"New 2-Story 2nd Dwlg Per Za-120,  Ab-1866,   Fully Sprinkler.
Provide 1 Open Parking Stall For 2nd Dweiiling",91306.0,1.0
Permits with CofO,164,CofO Issued,6.0,2008-02-08 08:14:00,1.0,2007-09-06 11:16:00,8016 N ST CLAIR AVE,1 or 2 Family Dwelling,Building,07010-20000-03454,Bldg-New,,640.0,New 2nd Dwlg - Per Ab 1866 (640 Sf),91605.0,1.0
Permits without CofO ,165,Issued,11.0,,1.0,2014-09-26 14:07:00,8016-8018 S AIRLANE AVE,1 or 2 Family Dwelling,Building,12016-10000-19985,Bldg-Alter/Repair,,0.0,Convert 726 Sf Master Suite To Second Unit Per Ab 1866; Comply With Department Order Effective Date 08/23/2012. Permit Will Expire 30 Days From Issuance Date.  See Permit 12014-10000-03544 For Addition To Garage.,90045.0,1.0
Permits without CofO ,41,Permit Expired,9.0,,1.0,2007-05-09 00:00:00,8019 S MAIN ST,1 or 2 Family Dwelling,Building,06010-10000-04563,Bldg-New,,1266.6,"New 2-Story S.F.D. (Second Dwelling On The Lot)
Provide 4 Surface Parking Spaces.
",90003.0,1.0
Permits without CofO ,313,Issued,9.0,,1.0,2016-10-18 12:53:00,8019-8021 S AVALON BLVD,1 or 2 Family Dwelling,Building,16014-70000-02920,Bldg-Addition,,2875.0,1>Second Dwelling Addition [1575 Sq Ft] To Rear Of (E) 1-Story Sfd For A Duplex. 2>Interior Remodel To [1300 Sq Ft] (E) Sfd.,90003.0,1.0
Applications Submitted,166,Verifications in Progress,4.0,,1.0,,8021-8023 W JOVENITA CANYON ROAD,1 or 2 Family Dwelling,Building,10016-10000-07653,Bldg-Alter/Repair,2010-04-30 00:00:00,1126.0,"Convert Existing Basement Of Single Family Dwelling (1126 Sq Ft) To Second Dwelling Unit Per Ab 1866 (336 Sq Ft) ;   ""Comply With Department Order Effective Date 09/25/2009. Permit Will Expire 30 Days From Issuance Date""",90046.0,1.0
Applications Submitted,678,PC in Progress,12.0,,2.0,,8031 N CHASTAIN AVE,1 or 2 Family Dwelling,Building,17016-20000-15769,Bldg-Alter/Repair,2017-06-12 00:00:00,360.0,"Ecpc  -  Convert (E) Att. Garage Into Adu Per Ab 2299 And Sb 1069

""Comply With Department Order Effective Date
07/03/2009. Permit Will Expire 30 Days From Issuance Date""",91335.0,1.0
Permits with CofO,87,CofO Issued,6.0,2006-10-16 10:31:00,1.0,2006-05-03 00:00:00,8032 N GENTRY AVE,1 or 2 Family Dwelling,Building,06010-20000-01147,Bldg-New,,640.0,New 2nd Sfd(Per Ab1866) With Attached One Car Garage Per Type V Sheet.,91605.0,1.0
Permits without CofO ,355,Issued,11.0,,1.0,2016-12-30 14:56:00,8034 S FORDHAM ROAD,1 or 2 Family Dwelling,Building,16010-20000-03666,Bldg-New,,783.0,New Detached 2nd Dwelling Unit Over 3-Car Garage Per Ord. # 184510.,90045.0,1.0
Permits with CofO,44,CofO Issued,9.0,2006-04-26 14:40:00,1.0,2005-06-09 00:00:00,805 E 87TH PL,1 or 2 Family Dwelling,Building,05010-20000-01937,Bldg-New,,1510.0,Construct New 1-Story Second Dwelling W/Att 2 Std Car Garage.  2-Bedrms & 1 Bath. All Work Per Type V-Sheet.,90002.0,1.0
Permits with CofO,581,CofO Issued,2.0,2014-08-07 15:09:00,1.0,2013-09-05 12:04:00,8063 N LLOYD AVE,1 or 2 Family Dwelling,Building,13010-20000-00587,Bldg-New,,1436.0,"New Detached 2nd Dwelling With An Attached Patio And Trelis, Per Za Memo 120. 1199.5 Sf. Fire Sprinklered. The Required Parking For The 2nd  Dwelling Is Provided In The Garage.",91605.0,1.0
Permits with CofO,52,CofO Issued,6.0,2006-05-26 11:54:00,1.0,2005-08-24 00:00:00,8064 N VENTURA CANYON AVE,1 or 2 Family Dwelling,Building,05010-20000-04147,Bldg-New,,640.0,Second Dwelling Unit Per Ab 1866 With Attached Two Car Garage & One Car Carport.  All Work Per Type V Sheet.,91402.0,1.0
Permits with CofO,607,CofO Issued,11.0,2014-10-25 11:06:00,1.0,2012-10-31 09:20:00,808-810 E CALIFORNIA AVE,1 or 2 Family Dwelling,Building,11010-10000-01826,Bldg-Addition,,2102.0,New Attached 2-Story With Mezzanine 2nd Dwelling Unit At Rear Of Existing Single Family Dwelling,90291.0,1.0
Permits without CofO ,350,Issued,11.0,,1.0,2016-12-23 09:17:00,809 E WARREN AVE,1 or 2 Family Dwelling,Building,16014-20000-04631,Bldg-Addition,,3629.0,Construct Ground Floor Additon And New 2nd Floor To Existing 1 Story Sfd. Construct Ground Floor Addiiton To Existing Garage And 2nd Dwelling Unit On Top Of Garage.,90291.0,1.0
Applications Submitted,586,Reviewed by Supervisor,2.0,,1.0,,8122 N VAN NOORD AVE,1 or 2 Family Dwelling,Building,17016-20000-02727,Bldg-Alter/Repair,2017-02-07 00:00:00,437.0,Conversion Of Existing Garage To (N) Adu Per Ab2299/ Sb1069,91605.0,1.0
Applications Submitted,115,Corrections Issued,6.0,,1.0,,8128 N TROOST AVE,1 or 2 Family Dwelling,Building,07010-20000-04175,Bldg-New,2007-10-05 00:00:00,640.0,New 22' X 30' Second Dwelling Unit Per Ab 1866.  (See Comments For More Information),91605.0,1.0
Applications Submitted,376,PC Info Complete,6.0,,1.0,,8131-8133 N MATILIJA AVE,1 or 2 Family Dwelling,Building,14016-20000-19457,Bldg-Addition,2014-09-25 00:00:00,53.3,"Convert 20' X 21'5"" Portion Of (E) Sfd To New 2nd Dwelling Per Za Memo 120.""Comply With Department Order Effective Date 09/08/2014. Permit Will Expire 30 Days From Issuance Date"".(See Comments)",91402.0,1.0
Permits with CofO,611,CofO Issued,4.0,2014-11-21 10:55:00,1.0,2014-09-18 14:56:00,8136 W GOULD AVE #1-2,1 or 2 Family Dwelling,Building,14016-20000-11474,Bldg-Alter/Repair,,,"Convert 2nd Floor Of Existing 3 Stories Sfd (Over Subterrenean Garage) To New 2nd Unit Per Za-120 , Making The Building Into A Deplex With Attached Garage (Ground Floor) And Recroom (1st. Floor)With Interior Remodeling.
",90046.0,1.0
Permits with CofO,576,CofO Issued,6.0,2014-07-18 13:42:00,1.0,2012-08-06 13:13:00,8146 N TROOST AVE,1 or 2 Family Dwelling,Building,12010-20000-00681,Bldg-New,,1200.0,New 2nd Dwlg Unit Per Ab 1866.(See Comments).,91605.0,1.0
Permits with CofO,155,CofO Issued,15.0,2007-12-28 10:57:00,1.0,2006-04-10 00:00:00,815 W 134TH ST,1 or 2 Family Dwelling,Building,06010-10000-00676,Bldg-New,,640.0,New 2nd Unit In The Rear Yard ( 2 Bedrooms/1 Bath) Per Type V Sheet (640 Sq Ft). {Second Dwelling In Single Family Zone Pursuant To Ab1866} ,90247.0,1.0
Permits without CofO ,162,Issued,12.0,,1.0,2014-09-15 16:16:00,8153-8155 N HESPERIA AVE,1 or 2 Family Dwelling,Building,14014-20000-03369,Bldg-Addition,,332.0,"Convert (E) 17'-6""X20' Attached Garage To 2nd Dwelling Per Za Memorandum No. 120. See Comments.
",91335.0,1.0
Permits without CofO ,406,Issued,4.0,,1.0,2017-04-20 11:14:00,8157 W LAUREL VIEW DR,1 or 2 Family Dwelling,Building,17016-30000-09213,Bldg-Alter/Repair,,0.0,Convert An Existing Office To Adu Per Ab 2299 And Sb 1069,90069.0,1.0
Permits with CofO,926,Permit Finaled,15.0,,,2004-01-26 00:00:00,816 E OPP ST,1 or 2 Family Dwelling,Building,04016-40000-01432,Bldg-Alter/Repair,,425.0,"Convert 2 Garage Parking Spaces To A Den And 1 Bedroom. 10'-0""X18'-6"" And 13'X-0""X18'-6"" 425 Sq Ft. Relocate 2 Compact Parking Space To Outside. 2 Standard Parking Stalls Remain Inside Garage. Comply W/ Housing Department Order To Comply Dated 12/11/2003. ****2nd Unit Address Is 954 Mcfarland****",90744.0,1.0
Applications Submitted,548,Reviewed by Supervisor,4.0,,1.0,,8174 W LAURELMONT DR,1 or 2 Family Dwelling,Building,16010-20000-04501,Bldg-New,2016-09-30 00:00:00,,"(N) 2nd Dwelling Of --- X --- Per Ordinance 184510 And Creat (N) Uncovered Car Parking.
All Work Per Engineering. Fire Sprinkler Nfpa-13d. See Comments.",90046.0,1.0
Applications Submitted,346,Verifications in Progress,4.0,,1.0,,8176 W LAURELMONT DR,1 or 2 Family Dwelling,Building,14010-70000-01201,Bldg-New,2014-04-16 00:00:00,1236.0,Construct A New 2-Story Second Dwelling Unit 1188 Sf.  With A Roof Deck And Two Balconies Persuant To Za Memorandum 120.,90046.0,1.0
Permits with CofO,1064,Permit Finaled,9.0,,,2013-11-14 15:06:00,818 W 52ND ST,1 or 2 Family Dwelling,Building,13010-70001-02559,Bldg-Alter/Repair,,,"Supp. To Permit # 13010-70000-02559 To Correct The Address For The Second Dwelling
Due To Department Error.
For Plot Plan See Permit # 13010-70000-02559.",90037.0,1.0
Permits with CofO,154,CofO Issued,11.0,2007-12-28 10:51:00,-1.0,2006-02-17 00:00:00,821 E SUPERBA AVE,1 or 2 Family Dwelling,Building,05010-10000-05021,Bldg-Addition,,804.0,Demolish The 2nd Dwelling Unit Portion That Is Attach To Garage And Construct A 2nd Story Rec. Room Above The Garage.,90291.0,1.0
Permits without CofO ,137,Permit Expired,12.0,,1.0,2013-11-15 08:15:00,8216 N WYNNE AVE,1 or 2 Family Dwelling,Building,13014-20000-04076,Bldg-Addition,,397.0,Convert (E) Attached Garage To 2nd Dwelling Unit Per Za Memo 120 And 2 Single Car Carports To (E) Sfd.,91335.0,1.0
Permits without CofO ,254,Issued,12.0,,1.0,2015-12-21 13:17:00,8218 N RHEA AVE,1 or 2 Family Dwelling,Building,15010-30000-04266,Bldg-New,,1200.0,1200sf (N) Second Dwelling Unit Per Za Memorandum No. 120.,91335.0,1.0
Permits with CofO,162,CofO Issued,6.0,2008-01-29 10:17:00,1.0,2007-09-11 08:59:00,8218 N WEBB AVE,1 or 2 Family Dwelling,Building,07010-20000-03496,Bldg-New,,640.0,"New 1-Stopry  2nd Dwlg W/Att. 1-Car Garage  Per Ab 1866  ""640 S.F."" ""Per Type V.""",91605.0,1.0
Permits with CofO,267,CofO Issued,6.0,2009-03-25 15:15:00,1.0,2008-03-27 15:42:00,8219 N BELLINGHAM AVE,1 or 2 Family Dwelling,Building,08010-20000-00226,Bldg-New,,640.0,New 640 Sf 2nd Dwelling Per Type V Construction - Per Ab 1866,91605.0,1.0
Permits with CofO,436,CofO Issued,3.0,2012-10-09 09:07:00,1.0,2012-06-22 12:42:00,8219 N RHEA AVE,1 or 2 Family Dwelling,Building,12016-20000-05695,Bldg-Alter/Repair,,0.0,"Convert (E) Det. Garage/Rumpus Room To 2nd Unit Per  Za 120.""Comply With Departmtmrnt Order Effective Date  03/02/2012""",91335.0,1.0
Permits with CofO,161,CofO Issued,6.0,2008-01-29 10:16:00,,2007-09-11 08:59:00,8220 N WEBB AVE,1 or 2 Family Dwelling,Building,07016-20000-15660,Bldg-Alter/Repair,,1704.0,Minor Remodel Of (E) Sfd - Remove A Garage Portion To Create Passage-Way To 2nd Dwelling & Convert 110 S.F Of The (E) Gar. To Liv. Area.,91605.0,1.0
Applications Submitted,498,Plans on Hold,2.0,,,,8231 N TEESDALE AVE,1 or 2 Family Dwelling,Building,16010-20000-01133,Bldg-New,2016-03-22 00:00:00,,"New 2nd Dwlg W/Att 2-Car Garage - Per Za Memo 120

             ** Applicant Has Requested For Refund Of Plan Check Fee. Plans Were Placed On Hold On 4/26/16**",91605.0,1.0
Permits with CofO,629,CofO Issued,2.0,2015-02-06 15:25:00,1.0,2014-06-05 15:59:00,8232 N VANTAGE AVE,1 or 2 Family Dwelling,Building,14010-20000-00962,Bldg-New,,1174.0,"New Detached 2nd Dwlg. Per Za Memorandum # 120 With 2-Car Garage For Main House.
<<The Provided 2-Car Garge To This Bldg. Is For Main House, And One Open Pkg. Space Provided For New 2nd Dwelling.>>  ""Sprinkleres Req'D Troughout For New Dwelling""",91605.0,1.0
Permits without CofO ,10,Issued,6.0,,1.0,2004-08-24 00:00:00,8233 N BEEMAN AVE,1 or 2 Family Dwelling,Building,03014-10000-06753,Bldg-Addition,,637.0,"Proposed Change Of Use From Sfd To Duplex By Converting Garage To 2nd Dwelling Unit And Attach It To Primary Dwelling Unit.  Related To E,P,Hvac Work.   Comply With Department Order Dated 4/12/2001.  Permit Will Expire 30 Days From Issuance Date.",91605.0,1.0
Permits with CofO,630,CofO Issued,2.0,2015-02-06 15:28:00,0.0,2014-06-05 16:00:00,8234 N VANTAGE AVE,1 or 2 Family Dwelling,Building,14014-20000-01187,Bldg-Addition,,3016.0,"Add'N Of 1743 Liv. Space And 412 Sf Patio/Porch To (E) Sfd., Removed The 241 Sf 1-Car Garage.
Note : The Req'D 2-Car Garage For Main House Is Attached As New 2-Car Garage (400 Sf) To 2nd Dwelling.",91605.0,1.0
Permits with CofO,427,CofO Issued,13.0,2012-07-17 10:59:00,1.0,2008-08-12 10:44:00,825-827 N LA FAYETTE PARK PL,1 or 2 Family Dwelling,Building,07014-20000-08990,Bldg-Addition,,3596.0,"9'-9"" X 2'-10""  & 2'-2"" X 16'-4"" 	First Floor & 1'-4""X 8'-2"" & 13'-5"" X 11'-8"" Second Floor Additions To (E)  Sfd, Converting Into Duplex:  1st Unit / 1st Floor  2000 Sq. Ft  And 2nd Unit / 2nd Floor 1610 Sq.Ft  +  Roof Deck 525 Sq.Ft. Comply With Department Order Effective Date
04/24/2008. Permit Will Expire 30 Days From Issuance Date",90026.0,1.0
Applications Submitted,603,Reviewed by Supervisor,11.0,,0.0,,826 N GREENTREE ROAD,1 or 2 Family Dwelling,Building,17010-10000-00933,Bldg-New,2017-03-07 00:00:00,915.0,"New Detached Adu  (Irregular 36.83' X 33.15', 915 Sf)",90272.0,1.0
Applications Submitted,108,Reviewed by Supervisor,9.0,,1.0,,8260 S WALL ST,1 or 2 Family Dwelling,Building,07014-70000-05593,Bldg-Addition,2007-08-07 00:00:00,2792.0,Addition To (E) Sfd To 1st Floor And (N) 2nd Floor (1982 Sf) W/ Attached Garage (441sf) To Create 2nd Unit.,90003.0,1.0
Permits without CofO ,113,Issued,6.0,,1.0,2013-01-15 11:43:00,8267 N CASE AVE,1 or 2 Family Dwelling,Building,12014-20000-04451,Bldg-Addition,,1030.0,"Convert (E) Accessory Living Quarter To 2nd Dwelling Per Ab 1866, Za 120;  Enclosed (E) Carport To Make 2 Bedrooms And Add 4'-2"" X 14'-10"" 1/2 Bath And Storage Room. Provide 1 Open Parking Stall. All Work Per Wfpp. Comply With Department Order Effective Date 9/14/12. Permit Will Expire 30 Days From Issuance Date. ",91352.0,1.0
