,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
3137,Applications Submitted,6.0,,1.0,,8950 N WOODALE AVE,2017-06-14 00:00:00,Building,15014-20002-03485,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Corrections Issued,Dwelling - Single Family,Supplemental To Permit #15014-20001-03485 To Revise Work Description To Convert (E) Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91331.0,1.0,,2017.0
3138,Permits without CofO,4.0,,1.0,2017-03-28 14:07:00,8951 W ST IVES DR,,Building,17016-10000-05847,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Accessory Dwelling Unit,Converting Rec Room Into Accessory Dwelling Unit,90069.0,1.0,2017.0,
3139,Permits with CofO,8.0,2015-07-17 12:59:00,1.0,2014-08-29 14:32:00,8958 S DENKER AVE,,Building,14010-70000-01648,1 or 2 Family Dwelling,Bldg-New,1320.0,CofO Issued,Dwelling - Single Family,Construct New 1-Story 2nd Dwelling Unit Per Za-120:  All Work Per Wfpp.,90047.0,1.0,2014.0,
3140,Applications Submitted,4.0,,1.0,,8967 W WONDERLAND PARK AVE,2017-04-10 00:00:00,Building,17016-20000-08783,1 or 2 Family Dwelling,Bldg-Addition,668.0,Reviewed by Supervisor,Duplex,Add __ X __ Patio Cover To Attach Single Family Dwelling And Detached Garage. Convert Garage To Acessory Dwelling Unit Per Ab2299 And Sb1069.  Add __ X__ Storage To Accessory Dwelling Unit; Add __ X __ Patio Cover,90046.0,1.0,,2017.0
3141,Permits without CofO,14.0,,1.0,2017-07-18 09:46:00,899 N COOPER AVE,,Building,17016-20000-15977,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,"Convert (E) 34'-8"" X 34'-9"" Irregular Detached Accessory Living Quarters To A (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069 Per Wfpp",90042.0,1.0,2017.0,
3142,Permits with CofO,8.0,2016-10-19 07:31:00,1.0,2016-01-14 11:30:00,900 E 103RD ST,,Building,15010-10000-03948,1 or 2 Family Dwelling,Bldg-New,663.0,CofO Issued,Dwelling - Single Family,"1 Story Detached 2nd Dwelling Unit (25.5' X 26' 3 1/4"").   Per Za 120.  1 Of 3",90002.0,1.0,2016.0,
3143,Permits without CofO,12.0,,1.0,2017-06-28 16:31:00,9000-9002 N YOLANDA AVE,,Building,17016-20000-15289,1 or 2 Family Dwelling,Bldg-Alter/Repair,346.0,Issued,Dwelling - Single Family,"Convert (E) 19'-1"" X 20'-3"" Attached 2-Car Garage To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Wfpp. ",91324.0,1.0,2017.0,
3144,Permits without CofO,12.0,,1.0,2017-03-16 16:20:00,9001-9003 N WOODLEY AVE,,Building,17016-20000-02760,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Dwelling - Single Family,"Convert 21' X 23'-4"" Recreation Room To Adu Per Ab 2299 And Sb 1069. ""Comply With Department Order Effective Date
11/16/2016. Permit Will Expire 30 Days From Issuance Date"".",91343.0,1.0,2017.0,
3145,Applications Submitted,12.0,,1.0,,9002 N GOTHIC AVE,2017-01-24 00:00:00,Building,17016-20000-01584,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Reviewed by Supervisor,Dwelling - Single Family,Convert (E) Attached Garage To Adu Per Ab 2299 And Sb 1069,91343.0,1.0,,2017.0
3146,Applications Submitted,5.0,,1.0,,9004 W LARKE ELLEN CIR,2017-05-10 00:00:00,Building,17014-30000-02146,1 or 2 Family Dwelling,Bldg-Addition,374.0,Reviewed by Supervisor,Accessory Dwelling Unit,Convert Garage Into Accessory Dwelling Unit Per Ab2299 And Sb1069,90035.0,1.0,,2017.0
3147,Permits with CofO,12.0,2016-05-04 15:23:00,1.0,2015-04-01 16:08:00,9006 N ENCINO AVE,,Building,14010-20000-00767,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,"Fully Sprinklered 29'-4"" X 22' Two Story 2nd Dwelling Per Zoning Memo #120(Ab 1866)",91325.0,1.0,2015.0,
3148,Permits without CofO,12.0,,1.0,2017-05-24 14:12:00,9009 N GLADBECK AVE,,Building,17016-20000-13142,1 or 2 Family Dwelling,Bldg-Addition,666.0,Issued,Accessory Dwelling Unit,"Add 18'-0"" X 17'-0"" And Convert The (E) Detached Garage Into An Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Engineer.",91324.0,1.0,2017.0,
3149,Permits without CofO,15.0,,1.0,2017-07-05 11:32:00,901 W 30TH ST,,Building,17016-40000-12873,1 or 2 Family Dwelling,Bldg-Alter/Repair,2161.0,Issued,Dwelling - Single Family,"Conversion Of Exsiting Attached Rec Room With Sfd Into The Adu Per Ab-2299 & Sb-1069.
""Comply With Department Order Effective Date
04/04/2017. Permit Will Expire 30 Days From Issuance Date""",90731.0,1.0,2017.0,
3150,Applications Submitted,8.0,,1.0,,901 W 77TH ST,2010-11-04 00:00:00,Building,10014-70000-04099,1 or 2 Family Dwelling,Bldg-Addition,553.7,Reviewed by Supervisor,Duplex,Proposed (N) 2nd Unit (553.7 Sq Ft) Attached To Rear Of (E) Sfd Resulting In Duplex.  Related Elec/Hvac/Plumb.,90044.0,1.0,,2010.0
3151,Permits without CofO,6.0,,1.0,2017-04-28 13:15:00,9014-9016 N HAZELTINE AVE,,Building,17016-20000-06335,1 or 2 Family Dwelling,Bldg-Alter/Repair,398.0,Issued,Dwelling - Single Family,"Convert (E) Irr. 21'-10"" X 20'-2"" Garage And Irr. 12'-0"" X 17'-3"" Portion Of (E) Dwelling To New Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91402.0,1.0,2017.0,
3152,Permits without CofO,6.0,,1.0,2017-07-26 11:19:00,9020 N COSTELLO AVE,,Building,17016-20000-14356,1 or 2 Family Dwelling,Bldg-Alter/Repair,380.0,Issued,Accessory Dwelling Unit,Convert (E) Recreation Room To Accessory Dwelling Unit As Per Ab 2299 And Sb 1069,91402.0,1.0,2017.0,
3153,Applications Submitted,7.0,,,,9029 N WILDWOOD AVE,2017-05-01 00:00:00,Building,17016-20000-11190,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Plans on Hold,Accessory Dwelling Unit,Convert Chicken House To Accessory Dwelling Unit Per Ab 2299 & Sb 1069. 1200sf.,91352.0,1.0,,2017.0
3154,Permits without CofO,11.0,,1.0,2017-05-09 11:36:00,903 E FLOWER AVE,,Building,16014-20001-02330,1 or 2 Family Dwelling,Bldg-Alter/Repair,408.0,Issued,Accessory Dwelling Unit,Revise Permit 16014-10000-02330 To Change 2nd Story Rec Rm To 2nd Dwlg Unit Per Ab 2299 & Sb 1069.  No Change In Area Or Location.,90291.0,1.0,2017.0,
3155,Applications Submitted,5.0,,1.0,,903 N VISTA ST,2014-06-11 00:00:00,Building,14014-20000-02497,1 or 2 Family Dwelling,Bldg-Addition,695.0,Reviewed by Supervisor,Duplex,"Addition Of 2-Story 2nd Dwelling Unit (Irr 36' X 20'-6"") Per Za Memorandum 120 & Attached 2-Car Garage Creating A Duplex W/ 2-Car Garage & Uncovered Parking Space",90046.0,1.0,,2014.0
3156,Permits without CofO,6.0,,1.0,2017-05-24 14:27:00,9030 N VENA AVE,,Building,17016-10000-11558,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,325 Sf Garage Conversion To Accessory Dwelling Unit Per Ab2299,91331.0,1.0,2017.0,
3157,Permits with CofO,12.0,2013-12-05 08:43:00,1.0,2012-01-23 11:44:00,9039 N HASKELL AVE,,Building,11014-20000-01721,1 or 2 Family Dwelling,Bldg-Addition,1167.0,CofO Issued,Dwelling - Single Family,"Convert (E) Rec. Room Into Second Dwelling Unit  &  267 Sf Addition/Remodel.
Per Ab 1866 (Za -120)",91343.0,1.0,2012.0,
3158,Permits without CofO,7.0,,1.0,2017-01-25 16:13:00,9042 N TERHUNE AVE,,Building,15010-20000-02865,1 or 2 Family Dwelling,Bldg-New,1148.0,Issued,Dwelling - Single Family,"New Irr. 33'-9"" X 26'-6"" Two-Story Second Dwelling Unit Per Ordinance 184510. Nfpa-13d Fire Sprinklers Throughout.",91352.0,1.0,2017.0,
3159,Applications Submitted,11.0,,0.0,,905 E MILWOOD AVE,2017-04-13 00:00:00,Building,17014-10000-01634,1 or 2 Family Dwelling,Bldg-Addition,2955.0,Reviewed by Supervisor,Dwelling - Single Family,Addition Of A 3 Story  1013.5 Sf  Adu To An Existing 2 Story Sfd With Attached Carport,90291.0,1.0,,2017.0
3160,Applications Submitted,7.0,,1.0,,9051 N WILDWOOD AVE,2017-03-10 00:00:00,Building,17016-20000-05767,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Verifications in Progress,Accessory Dwelling Unit,Convert (E) 20' X 24' Recreation Room (16010-70000-02150) To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91352.0,1.0,,2017.0
3161,Applications Submitted,4.0,,1.0,,906 S SPAULDING AVE,2017-06-22 00:00:00,Building,17016-20000-16960,1 or 2 Family Dwelling,Bldg-Alter/Repair,289.0,Corrections Issued,Accessory Dwelling Unit,Convert The Exist. 18' X 18' Detached Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.,90036.0,1.0,,2017.0
3162,Applications Submitted,9.0,,1.0,,906 W 49TH ST UNIT A & B,2007-05-01 00:00:00,Building,07010-30000-01868,1 or 2 Family Dwelling,Bldg-Addition,872.0,Reviewed by Supervisor,Duplex,Addition Of A Second Unit.,90037.0,1.0,,2007.0
3163,Applications Submitted,11.0,,0.0,,908 N STONEHILL LANE,2017-06-16 00:00:00,Building,17014-30000-02877,1 or 2 Family Dwelling,Bldg-Addition,503.0,Corrections Issued,Dwelling - Single Family,"Accessory Dwellin Unit Per Ab 2299 And Sb 1069 Conversion Of An Interior Remodle Of (E) Garage To Adu, Inlcuding New Doors And Windows, New Interior Partitions, Plumbing Fixtures, Appliances, Lighting And Electrical And New Hvac For Unit",90049.0,1.0,,2017.0
3164,Permits without CofO,9.0,,1.0,2017-07-19 16:29:00,909 E 81ST ST,,Building,17016-70000-17115,1 or 2 Family Dwelling,Bldg-Alter/Repair,450.0,Issued,Accessory Dwelling Unit,Convert Existing Garage In Accessory Dwelling Unit Per Ab2299 And Sb1069.,90001.0,1.0,2017.0,
3165,Permits without CofO,11.0,,1.0,2017-05-09 12:50:00,909 N GREENTREE ROAD,,Building,17016-30000-11980,1 or 2 Family Dwelling,Bldg-Alter/Repair,494.0,Issued,Accessory Dwelling Unit,Convert Detached Garage To Adu Per Ab 2299 & Sb 1069.,90272.0,1.0,2017.0,
3166,Permits with CofO,15.0,2008-08-11 10:27:00,1.0,2008-02-11 13:11:00,909-911 N FLINT AVE,,Building,07014-30000-06249,1 or 2 Family Dwelling,Bldg-Addition,998.0,CofO Issued,Duplex,Two Story Ground Floor For 2nd Dwelling Unit To (E) 1 Story S.F.D ,90744.0,1.0,2008.0,
3167,Applications Submitted,8.0,,1.0,,911 E 102ND ST,2017-03-22 00:00:00,Building,17014-70000-01241,1 or 2 Family Dwelling,Bldg-Addition,1198.0,Reviewed by Supervisor,Accessory Dwelling Unit,New Two Story Adu (1198 Sq-Ft) Attached To Garage ,90002.0,1.0,,2017.0
3168,Permits without CofO,5.0,,1.0,2017-05-19 11:25:00,9110-9110 1/2 W OLIN ST,,Building,17016-10000-10676,1 or 2 Family Dwelling,Bldg-Alter/Repair,324.0,Issued,Accessory Dwelling Unit,Convert Existing Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb1069.  Wfpp Method,90034.0,1.0,2017.0,
3169,Permits without CofO,6.0,,1.0,2017-04-20 13:21:00,9110-9112 N MOREHART AVE,,Building,17016-20000-10010,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Duplex,"Convert Attached Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069. -----------Comply With Departmetn Order Effective Date 3/28/2017, Permit Will Expire 30 Days From Issuance Date.",91331.0,1.0,2017.0,
3170,Applications Submitted,6.0,,1.0,,9116 N O'MELVENY AVE,2017-06-23 00:00:00,Building,17016-20000-16687,1 or 2 Family Dwelling,Bldg-Alter/Repair,1716.0,Corrections Issued,Dwelling - Single Family,"Convert Attached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. ""Comply With Department Order Effective Date
01/13/2016. Permit Will Expire 30 Days From Issuance Date""",91352.0,1.0,,2017.0
3171,Permits without CofO,11.0,,1.0,2016-10-25 15:16:00,912 N CHAUTAUQUA BLVD,,Building,15010-30000-01913,1 or 2 Family Dwelling,Bldg-New,1349.0,Issued,Dwelling - Single Family,Second Dwelling Unit Per Ordinance 184510.,90272.0,1.0,2016.0,
3172,Permits without CofO,6.0,,1.0,2017-07-19 10:02:00,9122 N HADDON AVE,,Building,17014-20000-00872,1 or 2 Family Dwelling,Bldg-Addition,1111.0,Issued,Accessory Dwelling Unit,"20'-0"" X 19'-6"" Addition To And Convert Existing Detached Garage/Storage Building  To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91342.0,1.0,2017.0,
3173,Applications Submitted,6.0,,1.0,,9140 N DORRINGTON AVE,2017-06-05 00:00:00,Building,17014-20000-02608,1 or 2 Family Dwelling,Bldg-Addition,1120.0,Corrections Issued,Accessory Dwelling Unit,"Add 35'0"" X 32'0"" ( Irregular) To (E) Accessory Living Quarters And Covert To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91331.0,1.0,,2017.0
3174,Applications Submitted,9.0,,,,915 E 93RD ST,2017-02-17 00:00:00,Building,16016-20001-02555,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Corrections Issued,Accessory Living Quarters,Supplemental To 16016-20000-02555 To Check The Plans Submitted On 02-05-16 Under Za 120 Per Ab-2299 - Pc Only.,90002.0,1.0,,2017.0
3175,Permits with CofO,14.0,2016-09-27 09:56:00,1.0,2015-10-08 16:16:00,915 N CRESTWOOD TER,,Building,15010-10000-02450,1 or 2 Family Dwelling,Bldg-New,672.0,CofO Issued,Dwelling - Single Family,New 1-Story S.F.D. Per Ab-1866,90042.0,1.0,2015.0,
3176,Permits without CofO,6.0,,1.0,2017-04-05 10:14:00,9153-9155 N CANTERBURY AVE,,Building,17016-20000-07679,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Dwelling - Single Family,"Convert (E) 30'6"" X 16'0"" Portion Of Dwelling To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 

""Comply With Department Order Effective Date
12/30/2016. Permit Will Expire 30 Days From Issuance Date""",91331.0,1.0,2017.0,
3177,Applications Submitted,6.0,,1.0,,9159 N WAKEFIELD AVE,2017-02-02 00:00:00,Building,17016-20000-02381,1 or 2 Family Dwelling,Bldg-Alter/Repair,2160.0,Reviewed by Supervisor,Dwelling - Single Family,Convert (E) _X_ Garage Into Adu Per Ab 2299 And Sb 1069. Comply With Department Order Effective Date 12/23/2016. Permit Will Expire 30 Days From Issuance Date,91402.0,1.0,,2017.0
3178,Permits without CofO,6.0,,1.0,2017-04-19 09:57:00,9168-9170 N MERCEDES AVE,,Building,17016-20000-09664,1 or 2 Family Dwelling,Bldg-Alter/Repair,217.0,Issued,Dwelling - Single Family,"Convert (E) 19'-9"" X 11' Garage And Irr. Shape 19'-9"" X 13' Portion Of (E) Dwelling To Create An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91331.0,1.0,2017.0,
3179,Permits without CofO,9.0,,1.0,2017-04-07 13:59:00,917 E 93RD ST,,Building,16016-20000-02555,1 or 2 Family Dwelling,Bldg-Addition,469.0,Issued,Accessory Dwelling Unit,"Addition Of 7'-2"" X 18'-9"" To (E) 18'-0"" X 20'-3"" Garage And Convert To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And (N) 2 Uncovered Car Parking For Main Dwelling. All Work Per Wfpp. See Comments. Comply With Department Order Effective Date 01/06/2016. Permit Will Expire 30 Days From Issuance Date.",90002.0,1.0,2017.0,
3180,Permits without CofO,11.0,,1.0,2003-06-09 00:00:00,917 N PALMS BLVD,,Building,02010-30000-03795,1 or 2 Family Dwelling,Bldg-New,1038.0,Permit Finaled,Dwelling - Single Family,Construct New Detached Second Unit Sfd W/ Attached 2-Car Garage At Rear Of Lot.,90291.0,1.0,2003.0,
3181,Applications Submitted,9.0,,1.0,,918 E 85TH ST,2005-09-20 00:00:00,Building,05014-10000-09275,1 or 2 Family Dwelling,Bldg-Addition,3007.5,Verifications in Progress,Dwelling - Single Family,2-Story 2nd Unit Addition To Rear Yard Creating A Duplex. ,90001.0,1.0,,2005.0
3182,Applications Submitted,6.0,,1.0,,9187 N ARLETA AVE,2017-05-18 00:00:00,Building,17016-20000-13219,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Corrections Issued,Accessory Dwelling Unit,"Convert (E) 18'-0"" X 20'-0"" Chicken House To Accessory Dwelling Unit Per Ab 2299 And Sb 1069",91331.0,1.0,,2017.0
3183,Permits with CofO,11.0,2006-08-31 11:18:00,1.0,2005-07-13 00:00:00,919 S BUNDY DR,,Building,05010-30000-01107,1 or 2 Family Dwelling,Bldg-New,1981.0,CofO Issued,Dwelling - Single Family,"Construct New 3-Car Garage (35.67'X23.5', 838 S.F.) With A 2-Nd Flr Rec.Rm(16.42',315 S.F.)& A Second Dwelling W/ Loft (19.08'X25.5, Irr. 637s.F. ) .",90049.0,1.0,2005.0,
3184,Applications Submitted,9.0,,1.0,,919 W 50TH ST,2017-04-25 00:00:00,Building,17016-70000-10437,1 or 2 Family Dwelling,Bldg-Alter/Repair,404.0,Reviewed by Supervisor,Accessory Dwelling Unit,Convert Existing Garage To Accessory Dwelling Unit And Add New Front Porch.  Accessory Dwelling Unit Per Ab 2299 And Sb 1069,90037.0,1.0,,2017.0
3185,Applications Submitted,15.0,,1.0,,920 E 111TH DR,2017-05-03 00:00:00,Building,17010-10000-01687,1 or 2 Family Dwelling,Bldg-New,832.5,Reviewed by Supervisor,Dwelling - Single Family,"(N) Single Family Dwelling (2nd Unit) 38' X 23' 6""",90059.0,1.0,,2017.0
3186,Permits with CofO,15.0,2009-02-11 09:34:00,1.0,2008-02-14 14:27:00,9207-9207 1/2 S BEACH ST,,Building,07014-70000-07302,1 or 2 Family Dwelling,Bldg-Addition,2593.0,CofO Issued,Duplex,1st And 2nd Floor Addition Creating 2nd Unit On 2nd Floor Changing  Use To Duplex With 1-Car Attached Garage.  Comply With Department Order Dated 10/02/2007.  Permit Will Expire 30-Days From Issuance Date.,90002.0,1.0,2008.0,
3187,Applications Submitted,9.0,,1.0,,921 E 27TH ST,2017-06-09 00:00:00,Building,17010-10000-02262,1 or 2 Family Dwelling,Bldg-New,1094.0,Submitted for Sprvsr Rvw,Accessory Dwelling Unit,"New 1,184 S.F. Type Vb Two Story Adu With Attached 370 S.F. 2-Car Garage As Per Ab2299 And Sb 1069.",90011.0,1.0,,2017.0
3188,Permits without CofO,14.0,,1.0,2017-05-24 14:07:00,921 S EUCLID AVE,,Building,17016-20000-09545,1 or 2 Family Dwelling,Bldg-Alter/Repair,352.0,Issued,Accessory Dwelling Unit,"Convert (E) 22'-0"" X 16'-0"" Detached Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069. ",90023.0,1.0,2017.0,
3189,Applications Submitted,12.0,,1.0,,9214 N YOLANDA AVE,2017-03-13 00:00:00,Building,17016-20000-05862,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Corrections Issued,Dwelling - Single Family,"Convert 22'4"" X 20'2"" Portion Of (E) Dwelling To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ",91324.0,1.0,,2017.0
3190,Permits without CofO,15.0,,1.0,2015-07-17 16:07:00,9215-9215 1/2 S WILMINGTON AVE,,Building,14014-70000-00267,1 or 2 Family Dwelling,Bldg-Addition,1816.0,Issued,Duplex,Construct Addition Of 200 Sf.  At Rear Of Existing Single Family Dwelling And Convert 240 Sf. Of Existing Single Family Dwelling For A Total Of 440 Sf.  Into A Second Dwelling Unit Pursuant To Za Memo 120.,90002.0,1.0,2015.0,
3191,Applications Submitted,5.0,,1.0,,9222-9224 W ALCOTT ST,2015-02-05 00:00:00,Building,13014-20002-04846,1 or 2 Family Dwelling,Bldg-Alter/Repair,4974.0,Verifications in Progress,Duplex,"New 2-Story Sfd W/Att 2-Car Gar. ** <<Sprinklers Req'D Throughout>> ***Revise To Convert Portion Of Sfd To 2nd Dwelling 806 Sf Unit Also Create 2nd Stairs, Per Za Memorandum # 120.*** Note: One Open Space Stand. Pkg. Stall Provided.
",90035.0,1.0,,2015.0
3192,Applications Submitted,7.0,,1.0,,9231 N LEMONA AVE,2012-12-18 00:00:00,Building,12014-20000-04551,1 or 2 Family Dwelling,Bldg-Addition,335.0,Reviewed by Supervisor,Dwelling - Single Family,"Add 2nd Unit (360 Sq. Ft.) To (E) Det. Garage.  

""Comply With Department Order Effective Date 11/06/2012.  Permit Will Expire 30 Days From Issuance Date.""",91343.0,1.0,,2012.0
3193,Applications Submitted,12.0,,0.0,,9231 N WHITE OAK AVE,2017-06-01 00:00:00,Building,17010-10000-02106,1 or 2 Family Dwelling,Bldg-New,726.0,Reviewed by Supervisor,Accessory Dwelling Unit,New Private Garage With An Attached Recreation Room  And An Accessory Dwelling Unit Per Ab2299 And Sb1069 And A Deck On Second Level,91325.0,1.0,,2017.0
3194,Permits without CofO,9.0,,1.0,2017-04-27 11:12:00,924 E 94TH ST,,Building,17016-10000-10155,1 or 2 Family Dwelling,Bldg-Alter/Repair,717.0,Issued,Accessory Dwelling Unit,Convertin An Existing Garage And Recroom To An Accessory Dwelling Unit Per Ab 2299 And Sb1069,90002.0,1.0,2017.0,
3195,Permits without CofO,11.0,,1.0,2017-07-27 12:48:00,924 S BUNDY DR,,Building,17010-10000-02024,1 or 2 Family Dwelling,Bldg-New,1200.0,Issued,Accessory Dwelling Unit,"New 2-Story Accessory Dwelling Unit, 1200 Sf Per Ab2299 And Sb1069",90049.0,1.0,2017.0,
3196,Permits without CofO,12.0,,1.0,2013-10-23 09:52:00,9240 N VANALDEN AVE,,Building,13010-20000-00775,1 or 2 Family Dwelling,Bldg-New,1200.0,Issued,Dwelling - Single Family,"New Fully Sprinklered 26' X 46'-1"" One Story 2nd Dwelling Per Ab1866(Za120)",91324.0,1.0,2013.0,
3197,Applications Submitted,7.0,,1.0,,9244 N LEMONA AVE,2004-09-10 00:00:00,Building,04016-20000-17866,1 or 2 Family Dwelling,Bldg-Alter/Repair,640.0,Corrections Issued,Dwelling - Single Family,Convert Portion Of (E) Sfd To Garage & 2nd Dwelling Unit Per Ab1866 <640 Sqft Max>,91343.0,1.0,,2004.0
3198,Applications Submitted,7.0,,1.0,,9245 N COLUMBUS AVE,2017-06-26 00:00:00,Building,17010-10000-02459,1 or 2 Family Dwelling,Bldg-New,1200.0,Corrections Issued,Accessory Dwelling Unit,"New Detached Accessory Dwelling Unit (Adu) , Per Ab 2299 And Sd 1069 .",91343.0,1.0,,2017.0
3199,Permits with CofO,12.0,2014-03-05 15:49:00,1.0,2013-04-11 14:46:00,9246 N VANALDEN AVE,,Building,13010-20000-00061,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,New 30'X41' Type V-B One Story Detached Second Dwelling Unit Per Za Memo# 120.Per Wfpp .See Comments.,91324.0,1.0,2013.0,
3200,Applications Submitted,12.0,,,,9248 N VANALDEN AVE,2016-09-29 00:00:00,Building,16010-30000-04444,1 or 2 Family Dwelling,Bldg-New,,Verifications in Progress,,"1200 S.F. 2nd Unit, Second Dwelling Unit Per Ordinance 184510 Construction Per Prescriptive Method.",91324.0,1.0,,2016.0
3201,Permits without CofO,6.0,,1.0,2017-03-17 13:19:00,9274-9276 N LEV AVE,,Building,17014-20000-00803,1 or 2 Family Dwelling,Bldg-Addition,421.0,Issued,Dwelling - Single Family,Convert (E) Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Add 3.5' X 17.92' To (E) Dwelling To Expand (E) Dining Room And Kitchen. All Work Per Wfpp.,91331.0,1.0,2017.0,
